Gene	CTL_7	CTL_9	SLE_13	SLE_14	sh7278_1	sh7278_2	shNC_1	shNC_2	Symbol	Chr	GeneType	Description
ENSG00000107742.12	68.71	53.81	14.79	40.87	2.72	2.15	2.81	2.45	SPOCK2	chr10	protein_coding	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 2
ENSG00000258458.5	0.06	0.1	0.07	0.05	0.21	0.15	0.07	0.24	CTD-2555K7.2	chr14	processed_transcript	--
ENSG00000132603.13	7.72	3.53	2.66	7.95	21.19	23.66	20.31	23.64	NIP7	chr16	protein_coding	NIP7, nucleolar pre-rRNA processing protein
ENSG00000278219.1	0.71	0.76	0.4	0.27	0.0	0.0	0.0	0.0	AC145343.1	chr17	miRNA	--
ENSG00000213337.8	8.18	6.33	3.39	9.46	17.26	15.65	13.94	17.71	ANKRD39	chr2	protein_coding	ankyrin repeat domain 39
ENSG00000228702.1	0.0	0.34	0.24	0.16	0.0	0.0	0.0	0.08	RP11-671E7.1	chr10	processed_pseudogene	--
ENSG00000116898.11	32.99	40.67	31.88	49.55	70.4	70.49	62.07	70.21	MRPS15	chr1	protein_coding	mitochondrial ribosomal protein S15
ENSG00000197462.3	0.26	0.18	0.39	0.1	0.0	0.0	0.05	0.0	AC005276.1	chr7	lincRNA	--
ENSG00000171700.13	51.55	47.27	125.75	66.21	18.41	15.73	14.72	15.62	RGS19	chr20	protein_coding	regulator of G-protein signaling 19
ENSG00000024422.11	0.02	0.06	0.03	0.02	0.1	0.12	0.15	0.18	EHD2	chr19	protein_coding	EH-domain containing 2
ENSG00000259315.1	0.83	1.51	0.68	0.57	0.22	0.23	0.17	0.15	ACTG1P17	chr15	transcribed_processed_pseudogene	actin gamma 1 pseudogene 17
ENSG00000220721.1	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	OR1F12	chr6	unprocessed_pseudogene	olfactory receptor, family 1, subfamily F, member 12
ENSG00000207113.1	0.0	0.0	0.0	0.26	0.0	0.0	0.2	0.0	RNU6-16P	chr11	snRNA	RNA, U6 small nuclear 16, pseudogene
ENSG00000078403.16	4.6	1.45	1.16	5.16	6.36	6.91	6.95	6.51	MLLT10	chr10	protein_coding	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 10
ENSG00000275144.1	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	SNX18P5	chr9	unprocessed_pseudogene	sorting nexin 18 pseudogene 5
ENSG00000197841.14	0.54	0.3	0.1	0.27	1.63	2.37	2.23	2.41	ZNF181	chr19	protein_coding	zinc finger protein 181
ENSG00000115145.9	2.12	1.19	1.69	2.25	1.87	2.6	2.5	2.77	STAM2	chr2	protein_coding	signal transducing adaptor molecule (SH3 domain and ITAM motif) 2
ENSG00000105835.11	28.32	11.55	174.7	132.35	8.16	10.86	9.18	10.68	NAMPT	chr7	protein_coding	nicotinamide phosphoribosyltransferase
ENSG00000145850.8	0.16	0.55	0.5	1.16	0.0	0.0	0.0	0.02	TIMD4	chr5	protein_coding	T-cell immunoglobulin and mucin domain containing 4
ENSG00000049192.14	0.21	0.17	0.06	0.15	0.27	0.43	0.47	0.38	ADAMTS6	chr5	protein_coding	ADAM metallopeptidase with thrombospondin type 1 motif, 6
ENSG00000114529.12	0.02	0.07	0.01	0.17	0.04	0.01	0.04	0.0	C3orf52	chr3	protein_coding	chromosome 3 open reading frame 52
ENSG00000277502.1	2.59	1.27	0.0	1.5	5.23	4.76	5.28	6.3	uc_338	chr2	misc_RNA	--
ENSG00000251624.1	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	UNC93B7	chr4	unprocessed_pseudogene	unc-93 homolog B7 pseudogene (C. elegans)
ENSG00000278445.1	0.05	0.12	0.0	0.0	0.0	0.0	0.0	0.0	RP11-255P5.3	chr13	lincRNA	--
ENSG00000058091.16	0.56	0.26	0.96	1.23	0.06	0.06	0.03	0.03	CDK14	chr7	protein_coding	cyclin-dependent kinase 14
ENSG00000093100.13	0.03	0.0	0.02	0.0	0.01	0.01	0.02	0.0	XXbac-B461K10.4	chr22	processed_transcript	--
ENSG00000272082.1	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	AC093628.1	chr4	miRNA	--
ENSG00000221760.1	0.0	0.34	0.0	0.0	0.0	0.0	0.0	0.0	MIR548J	chr22	miRNA	microRNA 548j
ENSG00000197586.12	19.09	26.25	9.9	11.56	18.8	17.31	16.98	16.92	ENTPD6	chr20	protein_coding	ectonucleoside triphosphate diphosphohydrolase 6 (putative)
ENSG00000183971.5	0.07	0.15	0.0	0.13	2.79	2.66	2.53	2.85	NPW	chr16	protein_coding	neuropeptide W
ENSG00000137473.17	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	TTC29	chr4	protein_coding	tetratricopeptide repeat domain 29
ENSG00000026297.15	55.77	73.29	100.65	37.15	3.71	4.28	3.13	3.7	RNASET2	chr6	protein_coding	ribonuclease T2
ENSG00000177954.11	3998.17	4919.02	1411.84	2264.47	1452.49	1490.24	1335.37	1519.01	RPS27	chr1	protein_coding	ribosomal protein S27
ENSG00000220984.1	1.67	2.66	0.94	0.0	0.0	0.68	0.0	0.0	AC025674.1	chr8	miRNA	--
ENSG00000198786.2	2225.72	731.89	833.36	1516.12	336.85	259.48	822.06	321.9	MT-ND5	chrM	protein_coding	mitochondrially encoded NADH dehydrogenase 5
ENSG00000111181.12	0.43	0.35	0.28	0.57	0.0	0.01	0.0	0.02	SLC6A12	chr12	protein_coding	solute carrier family 6 (neurotransmitter transporter), member 12
ENSG00000106780.8	15.16	6.63	24.44	19.74	3.38	4.0	4.82	4.58	MEGF9	chr9	protein_coding	multiple EGF-like-domains 9
ENSG00000236754.5	0.02	0.06	0.27	0.0	0.02	0.03	0.02	0.03	AC004019.13	chr22	antisense	--
ENSG00000174807.3	2.0	1.92	1.66	5.23	0.41	0.4	0.35	0.29	CD248	chr11	protein_coding	CD248 molecule, endosialin
ENSG00000214263.2	0.13	0.0	0.38	0.03	0.07	0.05	0.02	0.23	RPSAP53	chr13	processed_pseudogene	ribosomal protein SA pseudogene 53
ENSG00000244342.5	0.0	0.0	0.0	0.0	0.02	0.01	0.0	0.0	LINC00698	chr3	lincRNA	long intergenic non-protein coding RNA 698
ENSG00000187713.6	20.15	19.68	8.89	13.31	30.59	31.1	29.84	31.52	TMEM203	chr9	protein_coding	transmembrane protein 203
ENSG00000044446.11	4.63	5.05	6.65	5.58	4.92	4.38	4.85	4.71	PHKA2	chrX	protein_coding	phosphorylase kinase, alpha 2 (liver)
ENSG00000260238.5	19.34	18.65	24.52	23.03	37.53	32.44	36.85	36.41	PMF1-BGLAP	chr1	protein_coding	PMF1-BGLAP readthrough
ENSG00000134285.10	16.61	15.75	8.63	17.54	10.18	8.88	9.04	9.13	FKBP11	chr12	protein_coding	FK506 binding protein 11, 19 kDa
ENSG00000273136.5	1.9	0.41	0.92	0.89	0.9	0.97	1.06	0.99	NBPF26	chr1	protein_coding	neuroblastoma breakpoint family, member 26
ENSG00000224728.1	0.0	0.03	0.0	0.0	0.31	0.28	0.4	0.45	AC090945.1	chr3	processed_pseudogene	--
ENSG00000089057.14	3.75	1.63	1.42	3.98	6.07	5.61	7.1	6.05	SLC23A2	chr20	protein_coding	solute carrier family 23 (ascorbic acid transporter), member 2
ENSG00000262211.1	0.0	0.0	0.0	0.0	0.08	0.05	0.03	0.22	CTD-2031P19.5	chr5	antisense	--
ENSG00000243678.11	0.07	0.05	0.08	0.05	2.67	2.79	2.48	2.77	NME1-NME2	chr17	protein_coding	NME1-NME2 readthrough
ENSG00000112299.7	1.68	1.7	16.27	2.88	0.0	0.0	0.0	0.0	VNN1	chr6	protein_coding	vanin 1
ENSG00000121716.18	3.64	2.15	1.18	2.39	2.75	2.61	2.56	2.51	PILRB	chr7	protein_coding	paired immunoglobin-like type 2 receptor beta
ENSG00000250254.1	0.79	0.95	2.19	0.71	0.03	0.0	0.0	0.0	PTTG2	chr4	protein_coding	pituitary tumor-transforming 2
ENSG00000263989.2	0.73	0.78	0.96	0.46	0.07	0.0	0.0	0.0	RN7SL615P	chr20	misc_RNA	RNA, 7SL, cytoplasmic 615, pseudogene
ENSG00000260954.1	0.18	0.1	0.0	0.07	0.05	0.2	0.05	0.28	LA16c-425C2.1	chr16	sense_intronic	--
ENSG00000271828.1	0.11	0.07	0.14	0.14	0.1	0.21	0.07	0.1	CTD-2310F14.1	chr5	antisense	--
ENSG00000164220.6	0.02	0.0	0.11	0.02	0.21	0.13	0.19	0.22	F2RL2	chr5	protein_coding	coagulation factor II (thrombin) receptor-like 2
ENSG00000236194.3	0.17	0.03	0.03	0.2	0.21	0.33	0.2	0.19	AC003104.1	chr17	sense_intronic	--
ENSG00000207051.1	10.36	1.84	2.59	4.77	1.31	1.56	1.16	0.91	SNORA27	chr13	snoRNA	small nucleolar RNA, H/ACA box 27
ENSG00000226968.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	LINC00423	chr13	lincRNA	long intergenic non-protein coding RNA 423
ENSG00000084764.10	2.08	3.09	5.16	1.41	4.36	3.62	4.55	3.71	MAPRE3	chr2	protein_coding	microtubule-associated protein, RP/EB family, member 3
ENSG00000237379.1	0.0	0.0	0.0	0.0	0.08	0.04	0.04	0.0	CBX1P3	chr1	processed_pseudogene	chromobox homolog 1 pseudogene 3
ENSG00000225439.2	0.34	0.34	0.13	0.12	0.89	0.86	1.04	1.13	BOLA3-AS1	chr2	antisense	BOLA3 antisense RNA 1 (head to head)
ENSG00000267742.1	0.0	0.0	0.0	0.0	0.28	0.33	0.5	0.52	FAM60CP	chr18	processed_pseudogene	family with sequence similarity 60, member C pseudogene
ENSG00000108799.12	13.35	12.21	18.48	10.31	4.5	4.93	5.43	4.82	EZH1	chr17	protein_coding	enhancer of zeste 1 polycomb repressive complex 2 subunit
ENSG00000234261.3	0.02	0.02	0.02	0.03	0.0	0.0	0.01	0.0	RP11-146I2.1	chr6	lincRNA	--
ENSG00000231848.1	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AC012354.8	chr2	processed_pseudogene	--
ENSG00000247595.2	0.06	0.09	0.09	0.05	0.15	0.23	0.25	0.18	SPTY2D1-AS1	chr11	processed_transcript	SPTY2D1 antisense RNA 1
ENSG00000218416.4	0.04	0.0	0.0	0.01	0.01	0.01	0.01	0.01	PP14571	chr2	processed_transcript	--
ENSG00000177383.4	7.89	4.96	2.17	3.19	17.73	18.03	17.12	15.3	MAGEF1	chr3	protein_coding	melanoma antigen family F1
ENSG00000247903.1	0.0	0.02	0.0	0.02	0.67	0.66	0.52	0.64	RP11-421F16.3	chr12	antisense	--
ENSG00000125861.14	0.0	0.0	0.0	0.0	0.01	0.0	0.01	0.0	GFRA4	chr20	protein_coding	GDNF family receptor alpha 4
ENSG00000136270.13	13.49	17.08	7.94	11.9	57.86	48.54	52.2	51.96	TBRG4	chr7	protein_coding	transforming growth factor beta regulator 4
ENSG00000187479.5	0.18	0.15	0.05	0.1	2.11	1.57	2.1	1.68	C11orf96	chr11	protein_coding	chromosome 11 open reading frame 96
ENSG00000279908.1	1.25	1.02	0.21	0.67	0.22	0.22	0.19	0.14	RP11-325I22.3	chr5	TEC	--
ENSG00000100354.20	3.45	2.69	2.26	2.65	2.34	2.42	3.18	2.75	TNRC6B	chr22	protein_coding	trinucleotide repeat containing 6B
ENSG00000166813.14	0.03	0.06	0.04	0.2	6.96	6.6	6.93	6.59	KIF7	chr15	protein_coding	kinesin family member 7
ENSG00000225792.1	0.04	0.0	0.05	0.0	0.09	0.09	0.07	0.07	AC004540.4	chr7	antisense	--
ENSG00000112992.16	4.78	2.08	1.63	8.38	9.09	10.67	10.57	10.62	NNT	chr5	protein_coding	nicotinamide nucleotide transhydrogenase
ENSG00000117481.10	0.99	1.0	0.85	1.06	4.74	4.8	4.7	5.08	NSUN4	chr1	protein_coding	NOP2/Sun domain family, member 4
ENSG00000173818.16	0.88	1.75	0.92	0.62	2.58	2.24	2.4	2.48	ENDOV	chr17	protein_coding	endonuclease V
ENSG00000173193.13	7.54	4.78	4.82	23.68	1.93	2.46	2.44	2.69	PARP14	chr3	protein_coding	poly (ADP-ribose) polymerase family, member 14
ENSG00000105281.12	10.82	12.19	5.36	14.5	68.66	52.01	75.75	63.11	SLC1A5	chr19	protein_coding	solute carrier family 1 (neutral amino acid transporter), member 5
ENSG00000198156.10	0.15	0.43	0.11	0.17	0.14	0.36	0.36	0.19	NPIPB6	chr16	protein_coding	nuclear pore complex interacting protein family, member B6
ENSG00000168255.18	5.42	8.24	7.15	2.95	2.04	2.74	2.4	1.96	POLR2J3	chr7	protein_coding	polymerase (RNA) II (DNA directed) polypeptide J3
ENSG00000172058.15	0.12	0.45	0.24	0.08	0.04	0.06	0.03	0.02	SERF1A	chr5	protein_coding	small EDRK-rich factor 1A (telomeric)
ENSG00000233910.1	0.0	0.0	0.0	0.0	0.03	0.0	0.03	0.0	GTF2F2P2	chr1	processed_pseudogene	general transcription factor IIF, polypeptide 2 pseudogene 2
ENSG00000143315.6	1.92	3.62	2.05	1.57	4.13	5.02	4.79	4.79	PIGM	chr1	protein_coding	phosphatidylinositol glycan anchor biosynthesis, class M
ENSG00000265062.1	0.0	0.98	0.0	0.0	0.0	0.0	0.0	0.0	AL133228.1	chr20	miRNA	--
ENSG00000259042.2	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	AE000661.50	chr14	lincRNA	--
ENSG00000251568.1	0.0	0.0	0.04	0.0	0.0	0.05	0.02	0.0	ALG3P1	chr5	processed_pseudogene	ALG3, alpha-1,3- mannosyltransferase pseudogene 1
ENSG00000248821.1	0.0	0.0	0.0	0.0	0.19	0.27	0.0	0.13	AC009238.6	chr2	unprocessed_pseudogene	--
ENSG00000138161.12	1.31	1.17	0.22	0.72	1.71	2.1	2.06	2.19	CUZD1	chr10	protein_coding	CUB and zona pellucida-like domains 1
ENSG00000165168.7	79.66	41.83	31.99	150.99	0.0	0.0	0.0	0.0	CYBB	chrX	protein_coding	cytochrome b-245, beta polypeptide
ENSG00000217083.1	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	RP1-245M18.2	chr6	processed_pseudogene	--
ENSG00000105376.4	0.1	0.12	0.26	0.1	1.61	1.48	1.38	1.22	ICAM5	chr19	protein_coding	intercellular adhesion molecule 5, telencephalin
ENSG00000120664.10	0.0	0.2	0.0	0.0	0.15	0.14	0.04	0.2	SPG20-AS1	chr13	antisense	SPG20 antisense RNA 1
ENSG00000270760.1	0.0	0.31	0.11	0.07	0.22	0.1	0.0	0.08	AD001527.7	chr19	antisense	--
ENSG00000270259.2	0.0	0.15	0.08	0.0	0.0	0.0	0.0	0.0	RP13-122B23.9	chr9	processed_pseudogene	--
ENSG00000277455.1	0.0	1.46	0.15	0.0	0.0	0.0	0.0	0.0	Metazoa_SRP	chr5	misc_RNA	--
ENSG00000142864.14	18.89	13.24	8.13	28.1	65.58	81.78	67.7	78.96	SERBP1	chr1	protein_coding	SERPINE1 mRNA binding protein 1
ENSG00000265763.3	0.02	0.06	0.01	0.0	1.08	0.85	1.31	0.93	ZNF488	chr10	protein_coding	zinc finger protein 488
ENSG00000248542.2	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	RP11-432M8.16	chr5	processed_pseudogene	--
ENSG00000202019.1	14.58	14.77	17.6	6.96	0.0	0.19	0.0	0.0	Y_RNA	chr22	misc_RNA	--
ENSG00000103569.9	9.5	7.51	185.74	41.11	0.0	0.0	0.01	0.01	AQP9	chr15	protein_coding	aquaporin 9
ENSG00000170275.14	20.58	17.77	15.04	17.52	8.59	8.29	9.19	8.34	CRTAP	chr3	protein_coding	cartilage associated protein
ENSG00000149926.13	0.03	0.04	0.05	0.05	1.86	1.55	1.73	1.26	FAM57B	chr16	protein_coding	family with sequence similarity 57, member B
ENSG00000267550.1	0.52	0.22	1.18	0.32	0.0	0.0	0.0	0.0	CTC-482H14.5	chr19	antisense	--
ENSG00000213621.3	0.0	0.13	0.0	0.09	0.02	0.02	0.0	0.0	RPSAP54	chr13	processed_pseudogene	ribosomal protein SA pseudogene 54
ENSG00000184113.9	0.69	0.87	0.61	0.18	0.02	0.03	0.02	0.04	CLDN5	chr22	protein_coding	claudin 5
ENSG00000251615.3	1.23	1.26	0.45	0.67	0.23	0.25	0.28	0.23	RP11-774O3.3	chr4	lincRNA	--
ENSG00000261590.1	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	RP11-457D20.1	chr16	processed_pseudogene	--
ENSG00000217929.3	0.0	0.0	0.0	0.0	0.01	0.0	0.01	0.01	CICP18	chr6	processed_pseudogene	capicua transcriptional repressor pseudogene 18
ENSG00000273096.1	6.74	4.86	3.12	3.58	0.23	0.43	0.57	0.0	RP3-508I15.20	chr22	sense_intronic	--
ENSG00000258159.1	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	IMMP1LP2	chr12	processed_pseudogene	IMP1 inner mitochondrial membrane peptidase-like (S. cerevisiae) pseudogene 2
ENSG00000139990.17	8.84	5.66	3.56	7.97	5.03	5.2	5.42	5.22	DCAF5	chr14	protein_coding	DDB1 and CUL4 associated factor 5
ENSG00000234415.1	0.09	0.0	0.05	0.1	0.0	0.0	0.0	0.0	RPL5P7	chr2	processed_pseudogene	ribosomal protein L5 pseudogene 7
ENSG00000279294.1	0.04	0.0	0.04	0.04	0.03	0.05	0.01	0.0	RP11-274A11.3	chr16	TEC	--
ENSG00000176920.11	0.03	0.17	0.1	0.04	0.06	0.15	0.07	0.04	FUT2	chr19	protein_coding	fucosyltransferase 2 (secretor status included)
ENSG00000231645.2	0.21	0.03	0.0	0.0	0.03	0.02	0.05	0.05	KRT17P6	chr17	transcribed_unprocessed_pseudogene	keratin 17 pseudogene 6
ENSG00000254251.1	0.0	0.05	0.05	0.0	0.0	0.0	0.03	0.0	RP11-662G23.1	chr8	antisense	--
ENSG00000280665.1	0.47	1.32	0.7	0.23	0.0	0.0	0.0	0.0	RP11-35J6.1	chr6	TEC	--
ENSG00000241869.3	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	RN7SL363P	chr15	misc_RNA	RNA, 7SL, cytoplasmic 363, pseudogene
ENSG00000172331.11	8.05	3.37	2.95	11.51	7.33	8.52	6.79	7.81	BPGM	chr7	protein_coding	2,3-bisphosphoglycerate mutase
ENSG00000235677.1	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	NPM1P26	chr10	processed_pseudogene	nucleophosmin 1 (nucleolar phosphoprotein B23, numatrin) pseudogene 26
ENSG00000178075.19	0.16	0.12	0.3	0.32	0.8	0.92	0.87	0.91	GRAMD1C	chr3	protein_coding	GRAM domain containing 1C
ENSG00000278276.1	1.34	4.87	2.01	1.09	0.0	0.06	0.0	0.09	RP3-324O17.8	chr20	lincRNA	--
ENSG00000259823.5	0.13	0.1	0.07	0.05	0.0	0.14	0.13	0.23	LYPD8	chr1	protein_coding	LY6/PLAUR domain containing 8
ENSG00000269153.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	LYPLA2P2	chr19	processed_pseudogene	lysophospholipase II pseudogene 2
ENSG00000250284.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	CTB-1I21.1	chr5	lincRNA	--
ENSG00000169188.4	4.4	4.52	2.75	5.5	13.61	11.34	13.81	13.49	APEX2	chrX	protein_coding	APEX nuclease (apurinic/apyrimidinic endonuclease) 2
ENSG00000254027.1	0.06	0.12	0.0	0.0	0.37	0.48	0.54	0.42	RP11-363E6.3	chr8	antisense	--
ENSG00000229531.5	0.04	0.04	0.0	0.0	0.0	0.0	0.0	0.0	RP1-102G20.5	chr1	antisense	--
ENSG00000117118.9	36.71	27.18	53.41	56.52	74.82	78.62	68.37	79.8	SDHB	chr1	protein_coding	succinate dehydrogenase complex, subunit B, iron sulfur (Ip)
ENSG00000198380.12	1.53	0.82	0.69	1.76	6.08	6.82	7.14	6.92	GFPT1	chr2	protein_coding	glutamine--fructose-6-phosphate transaminase 1
ENSG00000204869.8	0.0	0.14	0.0	0.03	0.0	0.0	0.0	0.0	IGFL4	chr19	protein_coding	IGF-like family member 4
ENSG00000106080.10	0.78	0.62	0.48	0.58	1.7	2.18	2.1	2.05	FKBP14	chr7	protein_coding	FK506 binding protein 14, 22 kDa
ENSG00000077935.16	0.03	0.03	0.0	0.01	2.9	3.59	3.71	3.96	SMC1B	chr22	protein_coding	structural maintenance of chromosomes 1B
ENSG00000231699.1	0.89	4.27	2.0	0.5	0.13	0.0	0.0	0.0	AC020550.7	chr2	processed_pseudogene	--
ENSG00000260664.2	0.0	0.0	0.02	0.01	0.01	0.0	0.01	0.0	AC004158.3	chr16	lincRNA	--
ENSG00000075089.9	3.58	2.15	1.24	4.41	11.05	16.41	10.87	14.15	ACTR6	chr12	protein_coding	ARP6 actin-related protein 6 homolog (yeast)
ENSG00000232956.8	12.66	12.54	4.27	10.37	23.58	23.21	20.72	22.2	SNHG15	chr7	lincRNA	small nucleolar RNA host gene 15
ENSG00000223787.2	0.31	0.0	0.35	0.0	0.0	0.0	0.0	0.0	RP4-593M8.1	chr1	processed_pseudogene	--
ENSG00000272288.5	2.27	3.87	5.17	3.42	7.37	7.68	8.05	5.95	RP11-140K17.3	chr6	antisense	--
ENSG00000255692.1	0.0	0.0	0.0	0.0	0.14	0.09	0.05	0.06	RP1-127H14.3	chr12	antisense	--
ENSG00000153317.14	5.71	4.38	13.23	13.74	2.32	2.66	2.99	2.54	ASAP1	chr8	protein_coding	ArfGAP with SH3 domain, ankyrin repeat and PH domain 1
ENSG00000273450.1	0.78	0.64	0.39	0.0	0.34	0.19	0.3	0.14	RP11-76P2.4	chr10	antisense	--
ENSG00000237773.5	0.67	1.18	0.21	0.35	0.0	0.0	0.02	0.0	AC003075.4	chr7	antisense	--
ENSG00000277543.1	0.0	0.25	0.09	0.0	0.0	0.0	0.0	0.0	RP11-452L6.8	chr16	antisense	--
ENSG00000281258.1	0.0	0.0	0.0	0.0	0.15	0.14	0.3	0.0	AL009179.1	chr6	miRNA	--
ENSG00000103522.15	5.59	4.12	0.9	7.15	0.06	0.04	0.11	0.04	IL21R	chr16	protein_coding	interleukin 21 receptor
ENSG00000200959.1	2.56	0.78	0.82	0.83	0.1	0.4	0.21	0.14	SNORA74A	chr5	snoRNA	small nucleolar RNA, H/ACA box 74A
ENSG00000060762.18	26.14	14.0	20.35	25.56	34.16	37.52	27.71	32.98	MPC1	chr6	protein_coding	mitochondrial pyruvate carrier 1
ENSG00000134765.9	0.19	0.17	0.05	0.03	0.0	0.0	0.0	0.0	DSC1	chr18	protein_coding	desmocollin 1
ENSG00000100399.15	0.06	0.27	0.05	0.03	0.38	0.31	0.27	0.41	CHADL	chr22	protein_coding	chondroadherin-like
ENSG00000258724.1	0.87	0.4	0.21	1.26	7.77	8.31	7.02	7.42	CTD-2135J3.4	chr8	protein_coding	--
ENSG00000236876.3	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	TMSB4XP1	chr1	processed_pseudogene	thymosin beta 4, X-linked pseudogene 1
ENSG00000114491.13	0.84	0.64	0.43	1.36	12.04	13.21	11.65	13.19	UMPS	chr3	protein_coding	uridine monophosphate synthetase
ENSG00000186446.11	0.18	0.07	0.08	0.09	0.0	0.0	0.0	0.0	ZNF501	chr3	protein_coding	zinc finger protein 501
ENSG00000136546.13	0.0	0.02	0.01	0.0	0.01	0.01	0.0	0.0	SCN7A	chr2	protein_coding	sodium channel, voltage gated, type VII alpha subunit
ENSG00000135632.11	7.63	9.92	3.47	4.47	20.54	17.11	19.47	19.81	SMYD5	chr2	protein_coding	SMYD family member 5
ENSG00000183628.12	0.96	1.72	0.44	0.58	6.96	6.47	5.33	6.56	DGCR6	chr22	protein_coding	DiGeorge syndrome critical region gene 6
ENSG00000120645.11	0.01	0.03	0.01	0.01	0.0	0.0	0.0	0.0	IQSEC3	chr12	protein_coding	IQ motif and Sec7 domain 3
ENSG00000257910.1	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	RP11-461F16.3	chr12	antisense	--
ENSG00000133641.17	2.98	2.04	0.88	4.19	7.14	9.14	6.14	8.43	C12orf29	chr12	protein_coding	chromosome 12 open reading frame 29
ENSG00000167264.17	6.64	8.28	7.21	6.28	7.53	5.99	7.95	7.47	DUS2	chr16	protein_coding	dihydrouridine synthase 2
ENSG00000243453.1	0.0	0.0	0.0	0.0	0.08	0.0	0.09	0.0	COX7BP1	chr22	processed_pseudogene	cytochrome c oxidase subunit VIIb pseudogene 1
ENSG00000171316.11	2.51	3.46	4.36	2.51	3.23	3.56	4.45	3.57	CHD7	chr8	protein_coding	chromodomain helicase DNA binding protein 7
ENSG00000270598.1	0.0	0.23	0.0	0.48	0.0	0.0	0.0	0.0	RP11-396C23.3	chr1	processed_pseudogene	--
ENSG00000140522.11	0.0	0.0	0.0	0.0	0.01	0.0	0.01	0.03	RLBP1	chr15	protein_coding	retinaldehyde binding protein 1
ENSG00000223145.1	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	RN7SKP112	chr2	misc_RNA	RNA, 7SK small nuclear pseudogene 112
ENSG00000115825.9	5.09	2.28	2.02	4.09	6.74	7.91	7.79	7.68	PRKD3	chr2	protein_coding	protein kinase D3
ENSG00000108785.7	0.04	0.04	0.0	0.0	0.32	0.35	0.2	0.27	HSD17B1P1	chr17	unprocessed_pseudogene	hydroxysteroid (17-beta) dehydrogenase 1 pseudogene 1
ENSG00000238003.1	0.0	0.0	0.0	0.0	0.13	0.13	0.0	0.0	RP11-465N4.2	chr1	processed_pseudogene	--
ENSG00000241621.1	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	GOLGA2P6	chr10	unprocessed_pseudogene	golgin A2 pseudogene 6
ENSG00000267892.1	0.67	0.95	0.52	0.24	0.01	0.01	0.04	0.02	CTD-2540F13.2	chr19	antisense	--
ENSG00000254539.1	1.13	0.62	0.33	0.41	0.33	0.29	0.55	0.53	RP4-791M13.3	chr1	lincRNA	--
ENSG00000132591.11	11.14	14.79	8.86	14.84	37.89	33.96	40.44	36.65	ERAL1	chr17	protein_coding	Era-like 12S mitochondrial rRNA chaperone 1
ENSG00000254959.6	0.05	0.04	0.01	0.11	0.94	0.75	0.86	0.73	INMT-FAM188B	chr7	protein_coding	INMT-FAM188B readthrough (NMD candidate)
ENSG00000146247.13	11.8	11.97	8.47	8.27	5.61	7.45	7.9	8.65	PHIP	chr6	protein_coding	pleckstrin homology domain interacting protein
ENSG00000236905.2	0.23	0.4	0.09	0.0	0.0	0.08	0.0	0.0	RP11-348H3.2	chr1	processed_pseudogene	--
ENSG00000251138.6	0.0	0.0	0.0	0.06	0.01	0.02	0.08	0.13	RP11-81H3.2	chr12	lincRNA	--
ENSG00000179051.13	17.05	15.24	9.77	24.7	105.93	95.49	122.27	111.54	RCC2	chr1	protein_coding	regulator of chromosome condensation 2
ENSG00000189060.5	13.66	5.36	7.99	32.79	39.97	38.88	47.25	40.83	H1F0	chr22	protein_coding	H1 histone family, member 0
ENSG00000272732.1	0.79	0.05	0.27	0.46	0.02	0.06	0.01	0.0	RP5-1159O4.2	chr7	lincRNA	--
ENSG00000259029.1	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DUX4L18	chrY	unprocessed_pseudogene	double homeobox 4 like 18
ENSG00000128591.15	0.0	0.0	0.01	0.01	0.09	0.1	0.12	0.09	FLNC	chr7	protein_coding	filamin C, gamma
ENSG00000235007.2	0.11	0.08	0.0	0.11	0.0	0.0	0.0	0.0	RP11-344B5.4	chr9	lincRNA	--
ENSG00000235158.1	0.02	0.03	0.08	0.01	0.0	0.0	0.0	0.0	AC087430.1	chr3	lincRNA	--
