Gene	CTL_7	CTL_9	SLE_13	SLE_14	sh7278_1	sh7278_2	shNC_1	shNC_2	Symbol	Chr	GeneType	Description
ENSG00000232211.1	0	0	0	0	0	8	2	6	RP11-395D3.1	chr9	lincRNA	--
ENSG00000142655.12	475	384	258	693	1437	1244	1351	853	PEX14	chr1	protein_coding	peroxisomal biogenesis factor 14
ENSG00000268117.1	0	0	0	1	0	0	0	0	VN1R84P	chr19	unprocessed_pseudogene	vomeronasal 1 receptor 84 pseudogene
ENSG00000100243.20	2302	1900	2133	3191	6811	6020	6632	4426	CYB5R3	chr22	protein_coding	cytochrome b5 reductase 3
ENSG00000168781.21	229	171	87	254	995	901	1006	699	PPIP5K1	chr15	protein_coding	diphosphoinositol pentakisphosphate kinase 1
ENSG00000119655.8	3944	3232	3069	5595	1603	1624	1624	1157	NPC2	chr14	protein_coding	Niemann-Pick disease, type C2
ENSG00000123838.10	0	1	33	326	0	0	0	0	C4BPA	chr1	protein_coding	complement component 4 binding protein, alpha
ENSG00000260722.1	0	0	0	0	0	1	0	0	VN1R67P	chr16	unitary_pseudogene	vomeronasal 1 receptor 67 pseudogene
ENSG00000117335.18	2328	546	1140	4509	2295	2836	2455	1922	CD46	chr1	protein_coding	CD46 molecule, complement regulatory protein
ENSG00000280062.1	0	0	0	0	0	0	0	2	LA16c-380F5.1	chr16	TEC	--
ENSG00000109689.14	1261	564	235	1595	702	908	831	586	STIM2	chr4	protein_coding	stromal interaction molecule 2
ENSG00000279199.1	3	2	1	0	18	13	19	9	RP11-749I16.3	chr17	TEC	--
ENSG00000278129.1	218	187	175	248	1267	1344	1401	896	ZNF8	chr19	protein_coding	zinc finger protein 8
ENSG00000265524.1	2	9	6	3	0	0	0	0	AC134300.1	chr16	miRNA	--
ENSG00000250038.5	0	1	0	1	0	0	0	0	RP11-180C1.1	chr4	lincRNA	--
ENSG00000264222.1	6	3	0	0	10	12	15	3	RP11-757O6.1	chr18	lincRNA	--
ENSG00000257176.2	72	42	18	34	14	34	11	15	RP11-996F15.2	chr12	antisense	--
ENSG00000274742.1	3	12	1	3	0	0	0	0	Metazoa_SRP	chr10	misc_RNA	--
ENSG00000279030.1	0	0	0	1	0	0	0	0	RP11-212I21.3	chr16	TEC	--
ENSG00000223821.1	1	2	2	5	3	8	3	2	RP11-505P4.6	chr6	antisense	--
ENSG00000226742.3	194	219	126	138	50	71	47	57	HSBP1L1	chr18	protein_coding	heat shock factor binding protein 1-like 1
ENSG00000248677.1	0	6	0	2	1	2	4	3	CTD-2044J15.1	chr5	lincRNA	--
ENSG00000184100.6	1	0	0	1	0	0	2	3	BRD7P2	chr3	processed_pseudogene	bromodomain containing 7 pseudogene 2
ENSG00000151490.13	61	30	36	112	0	0	0	0	PTPRO	chr12	protein_coding	protein tyrosine phosphatase, receptor type, O
ENSG00000172819.16	440	345	136	215	587	568	571	374	RARG	chr12	protein_coding	retinoic acid receptor, gamma
ENSG00000205220.11	1186	1432	1087	3195	747	713	709	536	PSMB10	chr16	protein_coding	proteasome (prosome, macropain) subunit, beta type, 10
ENSG00000128654.13	237	93	40	318	1707	2018	1671	1380	MTX2	chr2	protein_coding	metaxin 2
ENSG00000109133.12	889	374	877	1801	4293	5236	5013	3793	TMEM33	chr4	protein_coding	transmembrane protein 33
ENSG00000189369.8	158	66	28	198	829	988	811	723	GSPT2	chrX	protein_coding	G1 to S phase transition 2
ENSG00000242265.5	63	32	42	29	7	12	9	5	PEG10	chr7	protein_coding	paternally expressed 10
ENSG00000119685.19	320	198	106	285	1609	1860	1808	1232	TTLL5	chr14	protein_coding	tubulin tyrosine ligase-like family member 5
ENSG00000278029.1	6	1	8	11	1	0	0	0	CTD-2240J17.2	chr15	lincRNA	--
ENSG00000123999.4	0	2	0	4	0	0	0	0	INHA	chr2	protein_coding	inhibin, alpha
ENSG00000125676.19	1842	2046	744	1614	4028	5422	5136	4024	THOC2	chrX	protein_coding	THO complex 2
ENSG00000017797.11	1568	1425	2500	2621	4152	5356	4733	3573	RALBP1	chr18	protein_coding	ralA binding protein 1
ENSG00000224961.1	0	0	3	0	0	0	0	0	RP1-278O22.1	chr20	lincRNA	--
ENSG00000139626.15	4789	4641	1317	6905	114	112	111	66	ITGB7	chr12	protein_coding	integrin, beta 7
ENSG00000267992.1	0	0	1	0	0	0	2	0	CTB-189B5.3	chr19	antisense	--
ENSG00000262265.1	44	96	33	34	1	2	4	1	RP5-867C24.4	chr17	sense_intronic	--
ENSG00000168264.10	5805	2632	2218	8069	6051	6323	7284	4586	IRF2BP2	chr1	protein_coding	interferon regulatory factor 2 binding protein 2
ENSG00000213401.8	1	1	1	0	20	27	19	15	MAGEA12	chrX	protein_coding	melanoma antigen family A12
ENSG00000109063.14	95	65	36	67	91	99	95	63	MYH3	chr17	protein_coding	myosin, heavy chain 3, skeletal muscle, embryonic
ENSG00000137267.5	89	33	19	157	833	681	752	461	TUBB2A	chr6	protein_coding	tubulin, beta 2A class IIa
ENSG00000280887.1	0	1	1	0	0	0	0	0	Y_RNA	chr1	misc_RNA	--
ENSG00000229257.2	0	2	0	1	26	22	24	17	RP11-229P13.22	chr9	antisense	--
ENSG00000241362.2	1	0	0	0	1	2	1	1	RPL36AP43	chr15	processed_pseudogene	ribosomal protein L36a pseudogene 43
ENSG00000107187.15	0	0	0	2	0	0	0	0	LHX3	chr9	protein_coding	LIM homeobox 3
ENSG00000159173.18	0	1	1	1	1	0	1	2	TNNI1	chr1	protein_coding	troponin I type 1 (skeletal, slow)
ENSG00000152242.10	833	276	389	1396	1498	1766	1750	1135	C18orf25	chr18	protein_coding	chromosome 18 open reading frame 25
ENSG00000274376.4	13	15	5	39	104	98	103	85	ADAMTS7P1	chr15	transcribed_unprocessed_pseudogene	ADAMTS7 pseudogene 1
ENSG00000145907.14	2369	1121	793	3214	11255	14084	12525	10052	G3BP1	chr5	protein_coding	GTPase activating protein (SH3 domain) binding protein 1
ENSG00000213307.4	0	0	0	0	0	0	3	0	RPL18P11	chr15	processed_pseudogene	ribosomal protein L18 pseudogene 11
ENSG00000252639.1	1	2	0	1	1	1	4	0	RNU2-24P	chr10	snRNA	RNA, U2 small nuclear 24, pseudogene
ENSG00000253894.1	6	28	26	3	1	0	4	0	RP11-45K10.2	chr8	lincRNA	--
ENSG00000135097.6	0	2	6	2	0	1	2	0	MSI1	chr12	protein_coding	musashi RNA-binding protein 1
ENSG00000164620.8	494	474	247	510	1509	1301	1321	832	RELL2	chr5	protein_coding	RELT-like 2
ENSG00000147117.7	4	4	1	2	29	55	41	27	ZNF157	chrX	protein_coding	zinc finger protein 157
ENSG00000261646.1	0	0	0	0	0	1	1	0	RP11-489G11.3	chr4	lincRNA	--
ENSG00000241939.3	1	0	0	2	0	2	0	1	RN7SL517P	chr3	misc_RNA	RNA, 7SL, cytoplasmic 517, pseudogene
ENSG00000166575.16	130	42	28	384	1217	1642	1326	1079	TMEM135	chr11	protein_coding	transmembrane protein 135
ENSG00000274791.1	0	0	0	0	0	3	0	0	F8A2	chrX	protein_coding	coagulation factor VIII-associated 2
ENSG00000104290.10	131	131	76	94	1010	1472	1452	953	FZD3	chr8	protein_coding	frizzled class receptor 3
ENSG00000234426.1	0	0	10	0	0	0	0	0	RP11-459O1.2	chr6	lincRNA	--
ENSG00000223768.1	66	48	28	71	191	237	215	148	LINC00205	chr21	lincRNA	long intergenic non-protein coding RNA 205
ENSG00000099800.7	595	1070	554	1084	8820	8598	7353	5726	TIMM13	chr19	protein_coding	translocase of inner mitochondrial membrane 13 homolog (yeast)
ENSG00000151576.10	372	144	185	573	1729	2104	1882	1394	QTRTD1	chr3	protein_coding	queuine tRNA-ribosyltransferase domain containing 1
ENSG00000123064.12	1382	1353	649	2114	10285	8987	9104	6383	DDX54	chr12	protein_coding	DEAD (Asp-Glu-Ala-Asp) box polypeptide 54
ENSG00000182010.10	130	36	15	173	1595	2235	2016	1480	RTKN2	chr10	protein_coding	rhotekin 2
ENSG00000276851.1	0	0	0	0	0	2	0	0	RP5-875H18.9	chr17	lincRNA	--
ENSG00000240160.3	1	1	0	0	3	0	1	0	RN7SL263P	chr22	misc_RNA	RNA, 7SL, cytoplasmic 263, pseudogene
ENSG00000213707.2	0	0	0	1	2	5	2	2	HMGB1P10	chr22	processed_pseudogene	high mobility group box 1 pseudogene 10
ENSG00000073861.2	2449	1059	90	1634	17	24	14	10	TBX21	chr17	protein_coding	T-box 21
ENSG00000249581.2	0	0	0	0	0	0	2	0	CLRN2	chr4	protein_coding	clarin 2
ENSG00000232879.2	0	0	0	0	1	0	0	0	RP11-544M22.3	chr1	processed_pseudogene	--
ENSG00000263439.1	0	0	1	0	0	0	0	0	MIR4753	chr1	miRNA	microRNA 4753
ENSG00000184274.3	1	1	0	0	0	0	0	0	LINC00315	chr21	lincRNA	long intergenic non-protein coding RNA 315
ENSG00000252887.1	0	0	0	0	0	0	0	1	RNU6-430P	chr16	snRNA	RNA, U6 small nuclear 430, pseudogene
ENSG00000231335.1	0	0	2	1	2	0	3	2	AC107072.2	chr4	sense_intronic	--
ENSG00000135069.13	68	16	13	374	12330	14171	15736	11779	PSAT1	chr9	protein_coding	phosphoserine aminotransferase 1
ENSG00000206603.1	0	0	0	0	3	5	2	1	SNORA22	chr7	snoRNA	small nucleolar RNA, H/ACA box 22
ENSG00000156299.12	804	408	112	564	1084	1247	1311	874	TIAM1	chr21	protein_coding	T-cell lymphoma invasion and metastasis 1
ENSG00000232070.8	1	2	50	2	23	9	9	13	TMEM253	chr14	protein_coding	transmembrane protein 253
ENSG00000161973.10	8	4	1	9	4	4	1	8	CCDC42	chr17	protein_coding	coiled-coil domain containing 42
ENSG00000166347.18	198	174	85	244	824	814	759	521	CYB5A	chr18	protein_coding	cytochrome b5 type A (microsomal)
ENSG00000173918.14	1	0	1	0	39	39	56	31	C1QTNF1	chr17	protein_coding	C1q and tumor necrosis factor related protein 1
ENSG00000224280.1	0	1	0	0	0	0	3	1	AC005014.5	chr7	processed_pseudogene	--
ENSG00000086300.15	1000	540	1747	2923	974	1384	1118	982	SNX10	chr7	protein_coding	sorting nexin 10
ENSG00000234327.7	76	88	23	84	2437	2642	2011	1642	AC012146.7	chr17	processed_transcript	--
ENSG00000105518.13	790	1279	924	972	1374	1280	1134	822	TMEM205	chr19	protein_coding	transmembrane protein 205
ENSG00000229947.1	0	0	0	0	0	1	0	0	RP13-766D20.1	chr17	unitary_pseudogene	--
ENSG00000123243.14	6	13	2	3	0	1	0	1	ITIH5	chr10	protein_coding	inter-alpha-trypsin inhibitor heavy chain family, member 5
ENSG00000201683.1	0	2	1	0	0	0	0	0	Y_RNA	chr6	misc_RNA	--
ENSG00000145451.12	2	2	13	2	1	1	1	0	GLRA3	chr4	protein_coding	glycine receptor, alpha 3
ENSG00000267717.1	5	19	4	3	0	0	0	0	SRSF10P1	chr18	processed_pseudogene	serine/arginine-rich splicing factor 10 pseudogene 1
ENSG00000112773.15	1256	1081	1042	3076	590	809	735	490	FAM46A	chr6	protein_coding	family with sequence similarity 46, member A
ENSG00000273598.1	1	2	0	0	10	5	3	4	PMS2P6	chr7	unprocessed_pseudogene	postmeiotic segregation increased 2 pseudogene 6
ENSG00000223492.1	2	0	0	0	0	0	0	0	RP11-15M15.1	chr20	antisense	--
ENSG00000264732.1	0	0	0	0	0	0	1	0	MIR4638	chr5	miRNA	microRNA 4638
ENSG00000281100.1	31	28	17	46	10	4	14	1	RP11-640L9.2	chr3	TEC	--
ENSG00000264270.1	0	0	0	0	0	1	0	0	RP11-474I11.7	chr17	antisense	--
ENSG00000239151.1	0	1	0	0	0	0	0	0	RNU7-195P	chr15	snRNA	RNA, U7 small nuclear 195 pseudogene
ENSG00000265136.1	0	0	1	0	0	1	0	0	RP13-638C3.6	chr17	processed_pseudogene	--
ENSG00000135929.8	313	663	522	1051	7	13	8	0	CYP27A1	chr2	protein_coding	cytochrome P450, family 27, subfamily A, polypeptide 1
ENSG00000174938.14	2	11	1	1	325	305	345	192	SEZ6L2	chr16	protein_coding	seizure related 6 homolog (mouse)-like 2
ENSG00000265881.1	0	0	0	0	1	0	1	0	PDLIM1P2	chr17	processed_pseudogene	PDZ and LIM domain 1 pseudogene 2
ENSG00000213203.2	1971	1580	879	1348	718	687	769	477	GIMAP1	chr7	protein_coding	GTPase, IMAP family member 1
ENSG00000259336.1	0	0	0	1	0	0	0	0	RP11-323I15.5	chr15	lincRNA	--
ENSG00000213669.2	2	4	2	0	0	0	0	1	RP11-476B13.2	chr9	processed_pseudogene	--
ENSG00000100290.2	13	10	39	42	1054	924	801	653	BIK	chr22	protein_coding	BCL2-interacting killer (apoptosis-inducing)
ENSG00000279361.1	102	232	22	19	2	1	2	0	RP11-360N9.3	chr17	TEC	--
ENSG00000181201.3	0	0	0	1	8	10	13	4	HIST3H2BA	chr1	unitary_pseudogene	histone cluster 3, H2ba, pseudogene
ENSG00000103534.16	0	3	26	2	0	3	0	1	TMC5	chr16	protein_coding	transmembrane channel-like 5
ENSG00000269984.1	7	23	11	7	43	62	53	37	RP11-362K14.5	chr3	antisense	--
ENSG00000275845.1	3	10	18	3	0	0	1	0	AC096922.2	chr3	miRNA	--
ENSG00000175348.10	1634	715	741	2216	1022	1196	1048	796	TMEM9B	chr11	protein_coding	TMEM9 domain family, member B
ENSG00000228521.2	0	0	0	0	0	1	0	0	AC099552.3	chr7	lincRNA	--
ENSG00000211593.2	0	1	0	3	0	0	0	0	IGKJ5	chr2	IG_J_gene	immunoglobulin kappa joining 5
ENSG00000198899.2	162717	125884	88785	120980	67791	54270	123887	43696	MT-ATP6	chrM	protein_coding	mitochondrially encoded ATP synthase 6
ENSG00000253515.1	0	0	0	2	0	0	0	0	RP11-417F21.2	chr2	antisense	--
ENSG00000177106.14	149	170	63	179	447	457	432	284	EPS8L2	chr11	protein_coding	EPS8-like 2
ENSG00000155959.10	667	308	395	1260	3198	4780	3033	2750	VBP1	chrX	protein_coding	von Hippel-Lindau binding protein 1
ENSG00000238241.1	17	9	0	3	1	6	7	8	CCR12P	chr13	processed_pseudogene	chemokine (C-C motif) receptor 12, pseudogene
ENSG00000268223.2	0	0	0	0	0	0	2	0	ARL14EPL	chr5	protein_coding	ADP-ribosylation factor-like 14 effector protein-like
ENSG00000243620.1	6	5	1	0	0	0	0	0	RP11-649A16.1	chr3	antisense	--
ENSG00000111640.14	39351	46343	70780	100512	194382	169999	195124	130010	GAPDH	chr12	protein_coding	glyceraldehyde-3-phosphate dehydrogenase
ENSG00000266601.1	0	0	0	0	1	0	0	0	RP11-6N17.3	chr17	antisense	--
ENSG00000229282.1	1	1	0	0	0	1	0	0	RP1-40E16.2	chr6	lincRNA	--
ENSG00000169662.8	0	0	0	0	0	0	1	0	BCRP6	chr22	unprocessed_pseudogene	breakpoint cluster region pseudogene 6
ENSG00000242391.2	0	0	1	0	0	0	0	0	RP4-631H13.2	chr1	antisense	--
ENSG00000215146.4	10	9	6	11	1	2	2	0	RP11-313J2.1	chr10	transcribed_unprocessed_pseudogene	--
ENSG00000225360.1	0	0	0	0	0	0	1	0	RP11-149F8.4	chr9	processed_pseudogene	--
ENSG00000261706.1	0	0	0	0	5	4	1	0	LINC00165	chr21	lincRNA	long intergenic non-protein coding RNA 165
ENSG00000227218.7	0	3	0	0	0	0	2	2	RP11-203J24.8	chr9	antisense	--
ENSG00000230309.1	0	0	0	0	0	0	0	1	RP3-390M24.1	chr6	lincRNA	--
ENSG00000220586.1	0	0	0	9	3	0	1	0	TUBBP9	chr6	processed_pseudogene	tubulin, beta class I pseudogene 9
ENSG00000274177.1	5	4	3	5	147	98	100	61	LLNLR-284B4.1	chr19	antisense	--
ENSG00000176386.8	647	612	447	658	1269	1487	1181	944	CDC26	chr9	protein_coding	cell division cycle 26
ENSG00000272894.5	39	14	23	36	33	35	30	24	RP5-1159O4.1	chr7	lincRNA	--
ENSG00000089280.18	6212	5799	4637	9116	27364	25900	29278	19770	FUS	chr16	protein_coding	FUS RNA binding protein
ENSG00000168032.8	3	0	0	0	0	1	0	0	ENTPD3	chr3	protein_coding	ectonucleoside triphosphate diphosphohydrolase 3
ENSG00000122417.15	938	761	377	727	553	757	677	510	ODF2L	chr1	protein_coding	outer dense fiber of sperm tails 2-like
ENSG00000274077.1	0	0	1	0	0	0	0	0	AC002366.1	chrX	miRNA	--
ENSG00000237139.1	0	2	1	1	0	0	0	0	RP11-137L10.5	chr10	processed_pseudogene	--
ENSG00000083535.15	243	100	58	289	292	390	356	303	PIBF1	chr13	protein_coding	progesterone immunomodulatory binding factor 1
ENSG00000226556.2	7	2	3	5	0	0	0	0	NPM1P49	chrX	processed_pseudogene	nucleophosmin 1 (nucleolar phosphoprotein B23, numatrin) pseudogene 49
ENSG00000228887.3	2	0	0	2	1	2	1	0	EEF1DP1	chr19	processed_pseudogene	eukaryotic translation elongation factor 1 delta pseudogene 1
ENSG00000138587.5	4	1	4	6	222	314	322	244	MNS1	chr15	protein_coding	meiosis-specific nuclear structural 1
ENSG00000269961.1	3	5	5	5	4	8	2	3	CTD-2033C11.1	chr5	lincRNA	--
ENSG00000256210.3	0	0	1	1	2	4	4	3	AC005255.3	chr19	processed_pseudogene	--
ENSG00000147168.12	11452	9380	7090	15892	11829	10889	12468	8258	IL2RG	chrX	protein_coding	interleukin 2 receptor, gamma
ENSG00000221926.11	89	116	75	119	491	510	477	351	TRIM16	chr17	protein_coding	tripartite motif containing 16
ENSG00000262952.1	0	1	0	0	9	10	9	5	AC139099.6	chr17	lincRNA	--
ENSG00000271079.1	4	4	1	1	0	0	0	0	CTAGE15	chr7	protein_coding	CTAGE family, member 15
ENSG00000252473.1	0	0	0	0	2	1	0	2	SNORA67	chr2	snoRNA	small nucleolar RNA, H/ACA box 67
ENSG00000074410.13	3	9	27	1	9	20	18	9	CA12	chr15	protein_coding	carbonic anhydrase XII
ENSG00000279521.1	0	2	2	2	0	0	0	0	RP11-314P15.1	chr14	TEC	--
ENSG00000134779.14	442	377	235	967	4939	5124	5012	3928	TPGS2	chr18	protein_coding	tubulin polyglutamylase complex subunit 2
ENSG00000235957.1	0	0	1	0	0	0	1	0	COX7CP1	chr13	processed_pseudogene	cytochrome c oxidase subunit VIIc pseudogene 1
ENSG00000144713.12	51321	62815	25691	42271	52956	55616	42029	36536	RPL32	chr3	protein_coding	ribosomal protein L32
ENSG00000153113.23	4217	2678	2438	7042	771	954	850	615	CAST	chr5	protein_coding	calpastatin
ENSG00000182551.13	1123	801	576	1656	2427	2439	2156	1712	ADI1	chr2	protein_coding	acireductone dioxygenase 1
ENSG00000174500.12	209	95	65	127	132	168	147	147	GCSAM	chr3	protein_coding	germinal center-associated, signaling and motility
ENSG00000272150.5	64	104	83	185	109	113	145	103	NBPF25P	chr1	transcribed_unprocessed_pseudogene	neuroblastoma breakpoint family, member 25, pseudogene
ENSG00000160472.4	0	0	0	0	1	1	1	1	TMEM190	chr19	protein_coding	transmembrane protein 190
ENSG00000182450.12	0	0	0	0	2	0	0	1	KCNK4	chr11	protein_coding	potassium channel, two pore domain subfamily K, member 4
ENSG00000211946.3	3	1	2	2	0	0	0	0	IGHV3-20	chr14	IG_V_gene	immunoglobulin heavy variable 3-20
ENSG00000081019.13	956	893	613	1036	1537	1856	1882	1390	RSBN1	chr1	protein_coding	round spermatid basic protein 1
ENSG00000100207.18	1023	542	622	1329	3861	4061	4682	2971	TCF20	chr22	protein_coding	transcription factor 20 (AR1)
ENSG00000272205.1	2	14	12	8	16	21	15	8	RP11-277B15.3	chr1	lincRNA	--
ENSG00000280055.1	1	0	0	0	0	0	0	0	TMEM75	chr8	TEC	transmembrane protein 75
ENSG00000270135.1	10	6	6	9	5	3	3	4	RP11-362K14.7	chr3	antisense	--
ENSG00000257870.1	0	0	0	2	0	1	0	0	RP11-616L12.1	chr12	lincRNA	--
ENSG00000248478.2	0	0	8	0	0	0	0	0	RP11-3G20.2	chr8	lincRNA	--
ENSG00000278820.1	0	0	0	0	1	3	2	0	AC024937.1	chr3	miRNA	--
ENSG00000226508.1	12	4	1	8	9	0	12	2	AC104655.3	chr2	lincRNA	--
ENSG00000184669.7	2	0	6	1	280	241	300	165	OR7E14P	chr11	transcribed_unprocessed_pseudogene	olfactory receptor, family 7, subfamily E, member 14 pseudogene
ENSG00000254812.1	3	1	2	1	4	5	8	6	RP11-661A12.12	chr8	antisense	--
ENSG00000228283.3	0	0	0	0	0	2	4	1	KATNBL1P6	chr6	transcribed_processed_pseudogene	katanin p80 subunit B-like 1 pseudogene 6
ENSG00000234997.1	2	1	0	9	0	1	0	0	AC016745.3	chr2	antisense	--
ENSG00000110169.10	11	6	14	6	5	13	2	2	HPX	chr11	protein_coding	hemopexin
ENSG00000116254.17	16	9	2	19	35	59	48	34	CHD5	chr1	protein_coding	chromodomain helicase DNA binding protein 5
ENSG00000151229.12	41	21	19	117	243	344	336	218	SLC2A13	chr12	protein_coding	solute carrier family 2 (facilitated glucose transporter), member 13
ENSG00000278416.1	1	0	3	2	35	31	48	35	PMS2P2	chr7	unprocessed_pseudogene	postmeiotic segregation increased 2 pseudogene 2
ENSG00000146918.19	108	59	49	739	4899	5999	5362	4221	NCAPG2	chr7	protein_coding	non-SMC condensin II complex, subunit G2
ENSG00000157510.13	2	2	1	1	1	1	0	1	AFAP1L1	chr5	protein_coding	actin filament associated protein 1-like 1
ENSG00000231513.3	1	0	0	0	0	0	0	0	E2F6P4	chrX	processed_pseudogene	E2F transcription factor 6 pseudogene 4
ENSG00000249175.1	0	1	0	0	1	0	0	0	CTC-484P3.3	chr5	antisense	--
ENSG00000141665.11	30	6	1	5	47	28	29	28	FBXO15	chr18	protein_coding	F-box protein 15
ENSG00000197818.11	592	446	1037	1301	793	738	971	571	SLC9A8	chr20	protein_coding	solute carrier family 9, subfamily A (NHE8, cation proton antiporter 8), member 8
ENSG00000167414.4	8	34	9	6	0	2	1	0	GNG8	chr19	protein_coding	guanine nucleotide binding protein (G protein), gamma 8
ENSG00000275447.1	15	44	32	11	0	0	0	0	AC093270.1	chr5	miRNA	--
ENSG00000168269.8	3	2	1	0	0	0	0	0	FOXI1	chr5	protein_coding	forkhead box I1
ENSG00000275645.1	10	24	8	7	3	8	9	3	RP11-817O13.9	chr15	antisense	--
ENSG00000161544.9	5	14	27	9	10	13	5	8	CYGB	chr17	protein_coding	cytoglobin
ENSG00000137996.12	803	648	393	1234	1831	2392	2122	1524	RTCA	chr1	protein_coding	RNA 3'-terminal phosphate cyclase
ENSG00000184985.16	10	13	23	32	2	2	1	2	SORCS2	chr4	protein_coding	sortilin-related VPS10 domain containing receptor 2
ENSG00000254019.1	0	1	16	1	0	1	1	0	RP11-10J21.3	chr8	antisense	--
ENSG00000143630.9	68	38	21	56	410	420	419	279	HCN3	chr1	protein_coding	hyperpolarization activated cyclic nucleotide gated potassium channel 3
ENSG00000183666.16	59	90	18	38	147	233	161	120	GUSBP1	chr5	transcribed_unprocessed_pseudogene	glucuronidase, beta pseudogene 1
ENSG00000259477.1	0	0	0	0	7	9	13	5	RP11-86K22.1	chr15	processed_pseudogene	--
ENSG00000181092.9	3	0	3	0	0	1	1	1	ADIPOQ	chr3	protein_coding	adiponectin, C1Q and collagen domain containing
ENSG00000212420.1	2	6	0	0	0	0	0	0	RNU6-1111P	chr15	snRNA	RNA, U6 small nuclear 1111, pseudogene
ENSG00000105726.16	2044	2296	1119	2415	3519	3038	3144	2270	ATP13A1	chr19	protein_coding	ATPase type 13A1
ENSG00000276418.4	49	18	8	92	992	1146	1085	750	RP11-26J3.4	chr8	protein_coding	--
ENSG00000248403.1	0	1	0	0	0	0	0	0	NACAP6	chr5	processed_pseudogene	nascent-polypeptide-associated complex alpha polypeptide pseudogene 6
ENSG00000278557.1	0	0	0	0	0	0	1	0	AC106782.1	chr16	miRNA	--
ENSG00000110171.18	294	306	162	220	317	308	292	190	TRIM3	chr11	protein_coding	tripartite motif containing 3
ENSG00000113575.9	2648	1322	1704	5208	5967	7772	5943	5074	PPP2CA	chr5	protein_coding	protein phosphatase 2, catalytic subunit, alpha isozyme
ENSG00000272043.1	2	0	0	0	1	1	0	1	RP11-44N11.3	chr8	lincRNA	--
ENSG00000142178.7	58	0	0	6	22	12	16	6	SIK1	chr21	protein_coding	salt-inducible kinase 1
ENSG00000279879.1	37	28	34	46	11	19	15	10	RP11-1072C15.6	chr17	TEC	--
ENSG00000148426.12	25	23	35	84	216	231	249	179	PROSER2	chr10	protein_coding	proline and serine rich 2
ENSG00000137285.9	2	0	0	8	65	55	56	30	TUBB2B	chr6	protein_coding	tubulin, beta 2B class IIb
ENSG00000169302.14	1	0	0	0	0	0	0	0	STK32A	chr5	protein_coding	serine/threonine kinase 32A
ENSG00000132801.6	31	25	34	35	389	358	352	255	ZSWIM3	chr20	protein_coding	zinc finger, SWIM-type containing 3
ENSG00000227440.1	0	0	0	2	0	1	0	1	ATP5G1P4	chr3	processed_pseudogene	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9) pseudogene 4
ENSG00000261363.2	2	8	19	1	0	0	0	0	RP11-134D3.2	chr16	lincRNA	--
ENSG00000099326.8	595	852	479	452	656	597	638	439	MZF1	chr19	protein_coding	myeloid zinc finger 1
ENSG00000267834.1	28	71	47	19	4	5	2	4	RP11-167N5.5	chr9	lincRNA	--
ENSG00000211707.3	1	0	0	0	0	0	0	0	TRBV7-1	chr7	TR_V_gene	T cell receptor beta variable 7-1 (non-functional)
ENSG00000277152.1	1	8	6	2	1	0	0	0	RP11-622C24.2	chr15	lincRNA	--
ENSG00000235497.5	1	0	0	0	0	1	2	0	AC012506.4	chr2	lincRNA	--
ENSG00000274859.1	1	1	2	3	2	3	6	1	RP11-136L23.2	chr12	antisense	--
ENSG00000222057.1	62	196	484	31	1	0	1	0	RNU4-62P	chr3	snRNA	RNA, U4 small nuclear 62, pseudogene
ENSG00000168569.7	142	145	106	120	1255	1253	999	803	TMEM223	chr11	protein_coding	transmembrane protein 223
ENSG00000260072.1	6	10	9	4	0	1	1	0	CTD-2313J23.1	chr16	lincRNA	--
ENSG00000160321.14	22	3	2	1	1	1	1	0	ZNF208	chr19	protein_coding	zinc finger protein 208
ENSG00000252087.1	0	1	0	1	0	0	0	0	RN7SKP248	chr4	misc_RNA	RNA, 7SK small nuclear pseudogene 248
ENSG00000123342.15	10	6	41	77	1	1	0	1	MMP19	chr12	protein_coding	matrix metallopeptidase 19
ENSG00000236889.1	0	0	0	0	0	0	1	0	RP11-38J22.1	chr1	lincRNA	--
ENSG00000204396.10	8	16	38	31	26	24	26	27	VWA7	chr6	protein_coding	von Willebrand factor A domain containing 7
ENSG00000173638.18	293	386	2304	804	3714	3171	3445	2168	SLC19A1	chr21	protein_coding	solute carrier family 19 (folate transporter), member 1
ENSG00000173588.14	83	40	33	90	780	1146	948	774	CEP83	chr12	protein_coding	centrosomal protein 83kDa
ENSG00000258741.3	0	0	2	4	1	1	5	0	RP11-386M24.4	chr15	transcribed_processed_pseudogene	--
ENSG00000151500.14	712	647	390	910	4051	4181	3634	2914	THYN1	chr11	protein_coding	thymocyte nuclear protein 1
ENSG00000275114.1	0	0	1	2	0	0	0	0	AC098591.1	chr4	miRNA	--
ENSG00000206638.1	0	0	2	1	0	0	0	0	RNU6-672P	chr11	snRNA	RNA, U6 small nuclear 672, pseudogene
ENSG00000263482.3	17	6	5	29	41	54	45	28	ANTXRLP1	chr10	unprocessed_pseudogene	anthrax toxin receptor-like pseudogene 1
ENSG00000108604.15	1442	1428	1496	2650	8603	7992	8841	6172	SMARCD2	chr17	protein_coding	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2
ENSG00000167487.11	205	135	112	274	1106	967	1063	712	KLHL26	chr19	protein_coding	kelch-like family member 26
